Cod_SAP,CNPJ,RazaoSocial,Rua_Numero,matriz_filial,nome_fantasia,codigo_situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,data_inicio_atividade,cnae_principal,cnae_secundario,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio_siafi,ddd1,telefone1,ddd2,telefone2,dddfax,fax,email,situacao_especial,data_situacao_especial,cnpj_basico,cnpj_ordem,cnpj_dv,latitude,longitude
74348,05938540000134,AUTO POSTO CAMILA LTDA,"AV JOSE RUI LINO, 500",1,AUTO POSTO CAMILA,02,20031017,00,null,null,20031017,4731800,"4732600,4784900,4930203,4930201,4930202,4723700,4520005,4520006,4729602,5590603,5611201,5611203,4771701,4772500,6810202",AVENIDA,JOSE RUI LINO,500,null,RAIMUNDO CHAAR,69932000,AC,0105,68,35463055,null,null,null,null,null,null,null,05938540,0001,34,-10.705993,-69.1923916
2229,00935571000118,M M PETROLEO LTDA,"GOVERNADOR AGAMENON MAGALHAES, 1302",1,null,02,20051103,00,null,null,19951129,4731800,"4729699,4732600",AVENIDA,GOVERNADOR AGAMENON MAGALHAES,1302,null,CAMPO GRANDE,52031330,PE,2531,81,34264101,null,null,80,33263056,MMPETROLEO@GMAIL.COM,null,null,00935571,0001,18,null,null
1032953,02583872000155,SANTA CLARA COMERCIO DE COMBUSTIVEIS LTDA,"ROD ENGENHEIRO FABIANO VIVACQUA, 1414, 1414",1,null,02,20050430,00,null,null,19980605,4731800,"4520001,4520005,4520006,4729602,4732600,4784900,4930201,4930202,4930203,5611201,5611203",RODOVIA,ENGENHEIRO FABIANO VIVACQUA,1414,: A 1452;,MORRO GRANDE,29318400,ES,5623,28,35533899,null,null,28,35533275,GUACUI.ADM@ALFACONTABILIDADE.COM,null,null,02583872,0001,55,null,null
2263,00961822000139,POSTO MOSTEIRO DE RIBEIRAO PRETO LTDA,"R CAPITAO SALOMAO, 2340",1,null,02,20051103,00,null,null,19951208,4731800,"4732600,4530703,4729602,4520005",RUA,CAPITAO SALOMAO,2340,null,CAMPOS ELISEOS,14085430,SP,6969,16,32377830,null,null,null,null,ADOLFOOLIVEIRA@REDESEWAL.COM.BR,null,null,00961822,0001,39,-21.1688471,-47.7958252
11086,23161516000385,POSTO PIRAPORA LTDA,"AV MANOEL JOAQUIM DE MELO, 420",2,POSTO BARRANQUEIRO,02,20041218,00,null,null,19870831,4731800,"4732600,4520005",AVENIDA,MANOEL JOAQUIM DE MELO,420,null,CENTRO,39280000,MG,4187,null,null,null,null,null,null,null,null,null,23161516,0003,85,null,null
65599,00966598000178,AUTO POSTO KIKUDA LTDA,"R SAO FRANCISCO, 444",1,AUTO POSTO KIKUDA,02,20050827,00,null,null,19840904,4731800,"4732600,4930203,4930202",RUA,SAO FRANCISCO,444,null,CENTRO,75600000,GO,9379,64,34952772,null,null,null,null,APKIKUDA@GMAIL.COM,null,null,00966598,0001,78,null,null
62454,05988846000103,AUTO POSTO VASCONCELOS LTDA,"ROD AL 101 NORTE, S/N",1,POSTO BOM JESUS,02,20051103,00,null,null,20031110,4731800,4732600,RODOVIA,AL 101 NORTE,S/N,KM 73,CENTRO,57910000,AL,2801,null,null,null,null,null,null,VASCONCELOSBRBOMJESUS@HOTMAIL.COM,null,null,05988846,0001,03,null,null
11254,24206617001440,PARELHAS GAS LTDA,"R INACIO SOARES BARBOSA, 963",2,PARELHAS GAS LTDA,02,20051103,00,null,null,19970930,4731800,"4732600,4784900",RUA,INACIO SOARES BARBOSA,963,null,CENTRO,59360000,RN,1777,084,4712460,null,null,null,null,null,null,null,24206617,0014,40,-6.7180078,-36.6525696
66876,06003203000118,CENTRO COMERCIAL DE COMBUSTIVEIS CAMPINAS LTDA,"AV.DR.ABELARDO POMPEU DO AMARAL, 316",1,null,02,20031105,00,null,null,20031105,4731800,"4732600,4729602,4520005",AVENIDA,DOUTOR ABELARDO POMPEU DO AMARAL,316,null,VILA INDUSTRIAL,13035590,SP,6291,19,32726837,null,null,null,null,POSTO.CCCC@TERRA.COM.BR,null,null,06003203,0001,18,-22.9117004,-47.0835413
76886,27020445000513,GUARAVE GUARAPARI VEICULOS LTDA,"ROD DO SOL, S/N",2,null,02,0,00,null,null,20050510,4731800,4732600,RODOVIA,DO SOL,S/N,null,MUQUICABA,29215005,ES,5647,27,32611426,null,null,27,32611426,guarave@uol.com.br,null,null,27020445,0005,13,-20.6525471,-40.4936331
151398,04357501000180,POSTO DE GASOLINA JBMC LTDA,"AV. MANOEL CARNEIRO DE MENEZES, 3379",1,null,02,20021012,00,null,null,20010309,4731800,"4732600,4729602",AVENIDA,MANOEL CARNEIRO DE MENEZES,3.379,LOJA 01,MURY,28615000,RJ,5867,024,5220064,null,null,024,5220064,null,null,null,04357501,0001,80,-22.3383475,-42.5092705
63596,01020625000188,POSTO DO CHUCA LTDA,"AV AURELIANO MOURA BRANDAO, 1370",1,AUTO POSTO INDIANAPOLIS,02,20050827,00,null,null,19960129,4731800,4732600,AVENIDA,AURELIANO MOURA BRANDO,1.370,null,CENTRO,79180000,MS,9141,null,null,null,null,null,null,null,null,null,01020625,0001,88,null,null
6864,04380678000106,AUTO POSTO PIMENTA BUENO LTDA,"AV MARECHAL RONDON, 1135",1,AUTO POSTO PIMENTA BUENO,02,20010410,00,null,null,20010410,4731800,"4520005,4732600,4784900",AVENIDA,MARECHAL RONDON,1135,null,DOS PIONEIROS,76970000,RO,0011,69,34510500,null,null,null,null,CONTABIL@CICLOCAIRU.COM.BR,null,null,04380678,0001,06,null,null
6873,04388461000134,POSTO ALIANCA LTDA.,"R.PIRATUBA, 17",1,null,02,20051103,00,null,null,20010409,4731800,"4520005,4729602,4732600",RUA,PIRATUBA,17,null,SAGUACU,89221596,SC,8179,47,30292360,null,null,47,4353024,null,null,null,04388461,0001,34,null,null
46417,04399544000129,GNV SETE BELO LTDA,"AV CRISTIANO MACHADO, 8898",1,null,02,20050827,00,null,null,20010420,4731800,"4520005,4732600",AVENIDA,CRISTIANO MACHADO,8898,null,MINASLANDIA,31812112,MG,4123,31,32358700,null,null,null,null,ATENDIMENTO@CONTABILIDADELTDA.COM.BR,null,null,04399544,0001,29,null,null
59226,06072176000135,LUBRICAR AUTO POSTO LTDA,"AV DUQUE DE CAXIAS, 697",1,LUBRICAR AUTO POSTO,02,20041023,00,null,null,20040120,4731800,4732600,AVENIDA,DUQUE DE CAXIAS,697,A,CENTRO,79240000,MS,9099,67,2511920,null,null,67,2511920,null,null,null,06072176,0001,35,-21.5039124,-56.3376699
107904,07909407000185,AUTO POSTO GK LTDA,"AV DUQUE DE CAXIAS, 1169",1,null,02,20060329,00,null,null,20060329,4731800,"4520001,4520004,4520005,4530703,4635401,4635402,4672900,4679699,4723700,4729602,4732600,4744001,4744099,4784900,4930203",AVENIDA,DUQUE DE CAXIAS,1169,null,MARCO,66093400,PA,0427,91,92939595,null,null,null,null,FINANCEIROGRUPOGK@GMAIL.COM,null,null,07909407,0001,85,null,null
4503,02678119000143,AUTO POSTO ELDORADO RIO PRETO LTDA,"MARGINAL DO CORREGO PIEDEDADE, 2350",1,null,02,20050827,00,null,null,19980702,4731800,4732600,AVENIDA,MARGINAL DO CORREGO PIEDEDADE,2350,null,ELDORADO,15042102,SP,7097,null,null,null,null,null,null,null,null,null,02678119,0001,43,-20.8007056,-49.4288095
6901,04420464000108,ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA,"R DA GRACA, 06",1,null,02,20010424,00,null,null,20010424,4731800,4732600,RUA,DA GRACA,06,null,GRACA,40150060,BA,3849,null,null,null,null,null,null,null,null,null,04420464,0001,08,-12.999574,-38.5239213
106907,33178765000256,POSTO GAUCHO LTDA,"AV MARCELINO PIRES, 5295",2,POSTO GAUCHO LTDA,02,20000729,00,null,null,19930125,4731800,4732600,AVENIDA,MARCELINO PIRES,5.295,null,CABECEIRA ALEGRE,79833000,MS,9073,067,4241697,null,null,null,null,null,null,null,33178765,0002,56,null,null
101748,06107661000105,AUTO POSTO IMIGRANTES JARDIM SAO LOURENCO LTDA,"AV DOS IMIGRANTES, 4133",1,AUTO POSTO SORRISO,02,20041023,00,null,null,20040216,4731800,"4732600,4520005,4520006,4729699,4784900,4930203",AVENIDA,DOS IMIGRANTES,4133,null,MATADOURO,12910341,SP,6251,11,44140973,null,null,null,null,SORRISOAP01@GMAIL.COM,null,null,06107661,0001,05,-22.9447694,-46.5403749
10173,17611690000118,POSTO DIAMANTINENSE LTDA,"ROD BR 040 KM 436, S/N",1,null,02,20051103,00,null,null,19821105,4731800,"4732600,4784900,4530705,4530703,4729602,3314701,4744003,5611204,4721102,4755502,4761002,4744001,4781400,4753900,4751201,4752100,4520005,4930203,5510801,4520006,3314702",RODOVIA,BR 040 KM 436,S/N,null,RETIRO,35774000,MG,4947,38,35611298,38,35612909,null,null,CONTADOR@REDEPIONEIRO.COM.BR,null,null,17611690,0001,18,-19.2347013,-44.493661
96852,02737867000150,MARIA DE FATIMA CARTAXO ANDRADE & CIA LTDA,"MARGE DA BR 230 KM 468, 02",1,null,02,20050827,00,null,null,19980917,4731800,4732600,null,MARGE DA BR 230 KM 468,02,TERREO,REMEDIOS,58900000,PB,1975,null,null,null,null,null,null,null,null,null,02737867,0001,50,null,null
22826,34475061000550,AUTO POSTO MARCIA LTDA,"ESTR MANOEL URBANO KM 87, 1520",2,MANACA,02,20051103,00,null,null,19960130,4731800,"4732600,4784900",BOULEVARD,PEDRO RATTES,1520,null,SAO JOSE,69400800,AM,0253,92,36241177,null,null,null,null,CONTABILIDADE@GRUPOMADY.COM.BR,null,null,34475061,0005,50,null,null
19076,73253577000189,COMERCIO DE COMBUSTIVEIS JACUTINGA LTDA,"R JOAO TORTELLI, 53",1,POSTO DO MARCIO,02,20031226,00,null,null,19930824,4731800,"4520004,4520005,4520006,4530703,4530705,4729602",RUA,JOAO TORTELLI,53,null,CENTRO,99730000,RS,8719,54,91767477,null,null,null,null,REBELATTO@TOLRS.COM.BR,null,null,73253577,0001,89,-27.7929655,-52.5425318
1105541,17740374000146,AUTO POSTO CENTRAL DE MURIAE LTDA,"PC CEL PACHECO DE MEDEIROS, 1",1,POSTO 3D,02,20050924,00,null,null,19730111,4731800,"4732600,4530703,4520005",PRACA,CEL PACHECO DE MEDEIROS,1,null,CENTRO,36880000,MG,4877,32,37214155,null,null,null,null,PRCONTABMURIAE@GMAIL.COM,null,null,17740374,0001,46,-21.0963291,-42.4331624
6975,04499302000107,HOT PETRO AUTO POSTO LTDA,"RURAL - RODOVIA GO 213, PROXIMO AO POSTO POLICIAL, S/N",1,HOT PETRO AUTO POSTO,02,20051103,00,null,null,20010202,4731800,"4520005,4729602,4732600,4930203,5611201,5611203",AREA,"RURAL - RODOVIA GO 213, PROXIMO AO POSTO POLICIAL",S/N,KM    55,AREA RURAL DE CALDAS NOVAS,75698899,GO,9289,64,34534001,null,null,62,4534677,null,null,null,04499302,0001,07,null,null
16747,55592893000101,AUTO POSTO FLOR DO PICO LTDA,"AV JERIMANDUBA, 729",1,null,02,20031212,00,null,null,19860408,4731800,4732600,AVENIDA,JERIMANDUBA,681,null,JARAGUA,05181000,SP,7107,null,null,null,null,null,null,null,null,null,55592893,0001,01,-23.4528747,-46.7418047
63561,73465585000199,POZZER & MARTINAZZO LTDA,"R.RUI BARBOSA, 1793",1,AUTO PPOSTO DIEGO,02,20010225,00,null,null,19931007,4731800,4732600,RUA,RUI BARBOSA,1793,null,CENTRO,79970000,MS,9173,null,null,null,null,null,null,null,null,null,73465585,0001,99,-23.7184378,-54.215646
1008355,06189982000198,AUTO POSTO CORRENTAO LTDA,"ROD BR 364, 4773",1,AUTO POSTO CORRENTAO,02,20051103,00,null,null,20040402,4731800,"0810006,0810099,3314703,3314704,3314710,3314799,4313400,4399104,4520001,4520002,4520003,4520004,4520005,4530703,4530705,4651601,4681801,4681805,4684299,4712100,4732600,4744002,4744004,4744005,4744099,4751201,4754701,4784900,4930202,4930203,5229002,6619302,6810202,7711000,7732201,8129000",RODOVIA,BR-364 (RIO BRANCO-PORTO VELHO),4773,null,SANTA INES,69907701,AC,0139,68,32213562,null,null,null,null,FINANCEIRO01@POSTOCORRENTAO.COM.BR,null,null,06189982,0001,98,null,null
13691,35960301000141,POSTO OURO VERDE LTDA,"AV PREF MANOEL VILA, 126",1,null,02,20040828,00,null,null,19901221,4731800,"4530703,4530705,4729699,4732600,4930203,5611203,6491300",AVENIDA,EDSON HENRIQUE PEREIRA,126,null,CENTRO,29800000,ES,5617,27,37561731,null,null,0027,7562400,DR@VOLPCONTABIL.COM.BR,null,null,35960301,0001,41,-18.694373,-40.8374011
18771,69943686000312,CEMOPEL CM PETROLEO LTDA,"AV JOAQUIM NABUCO, 1600",2,CEMOPEL III,02,20051103,00,null,null,19990325,4731800,"4729602,4729699,4732600,4784900",AVENIDA,JOAQUIM NABUCO,1600,null,GUADALUPE,53240650,PE,2491,null,null,null,null,null,null,null,null,null,69943686,0003,12,null,null
1653253,02821231000191,POSTO TIO ZICO III LTDA,"R WILLIAM BOOTH, 1765",1,POSTO TIO ZICO III,02,20051103,00,null,null,19981021,4731800,"4723700,4729601,4729602,4732600,4784900,5611203",RUA,WILLIAM BOOTH,1765,null,BOQUEIRAO,81730080,PR,7535,41,33628619,null,null,041,8341101,ADM10@MAXICON.COM.BR,null,null,02821231,0001,91,-25.5067178,-49.2238868
10448,19162528000195,POSTO SERRANO LTDA,"AV ABILIO MACHADO, 3123",1,null,02,20051103,00,null,null,19760428,4731800,4732600,AVENIDA,ABILIO MACHADO,3123,null,SERRANO,30830000,MG,4123,null,null,null,null,null,null,null,null,null,19162528,0001,95,-19.9070557,-44.0032488
2539,01215185000114,POSTO VENTANIA LTDA,"JOSE PEREIRA DO NASCIMENTO, 4.778",1,null,02,20010213,00,null,null,19850430,4731800,"4732600,4530703,4930203",AVENIDA,JOSE PEREIRA DO NASCIMENTO,4.778,null,SETOR OESTE,76590000,GO,9601,62,33641216,62,33641217,null,null,PVENTANIA@HOTMAIL.COM,null,null,01215185,0001,14,null,null
63552,74444951000196,NIVACAR AUTO POSTO LTDA,"AV DOS IMIGRANTES, 4467",1,null,02,20050924,00,null,null,19940301,4731800,"4520005,4729602,4732600,4784900",AVENIDA,DOS IMIGRANTES,4467,null,JARDIM SAO LOURENCO,12908590,SP,6251,11,40352568,null,null,11,40341291,NIVACAR.BP@OUTLOOK.COM,null,null,74444951,0001,96,-22.94889,-46.5436183
19233,74523754000162,FREE WAY 35 IMIGRANTES AUTO POSTO LTDA,"ROD DOS IMIGRANTES, SN",1,null,02,20231124,00,null,null,19940317,4731800,4732600,RODOVIA,DOS IMIGRANTES,SN,KM    35,TATETOS,09835800,SP,7075,11,97513023,null,null,null,null,null,null,null,74523754,0001,62,-23.873834,-46.5981595
65845,74639006000140,WILSON V DA SILVA CUNHA,"ALM FRANCISCO DA C MENEZES, 1505",1,AUTO POSTO ESTANCIA,02,20220128,00,null,null,19940413,4731800,4732600,null,ALM  FRANCISCO DA C MENEZES,1505,null,FALCAO,12530000,SP,6373,null,null,null,null,null,null,null,null,null,74639006,0001,40,-23.0360678,-44.9253354
79156,04635192000163,COMERCIAL MAPES DE COMBUSTIVEIS LTDA,"BR 262 - KM 230, 70",1,POSTO RECREIO,02,20021012,00,null,null,20010823,4731800,"4729602,4530703,4530705,4520001,4520006,4732600,4520005",null,BR 262   -   KM  230,70,A,RECREIO,35935000,MG,5237,null,null,null,null,null,null,null,null,null,04635192,0001,63,-19.8436772,-43.2908233
10595,19790195000149,AUTO POSTO VIANA LTDA,"AV ANTONIO OLINTO, 475",1,AUTO POSTO VIANA,02,20051103,00,null,null,19781001,4731800,"4732600,4930203",AVENIDA,ANTONIO OLINTO,475,null,CENTRO,35790000,MG,4417,null,null,null,null,null,null,null,null,null,19790195,0001,49,-18.8494836,-44.4748018
4859,02889517000109,BRASIL POSTO DIESEL LTDA,"ROD.BR 153 KM522,6-ENTR.TO 354, S/N",1,POSTO PUGMIL,02,20020126,00,null,null,19811113,4731800,"4732600,4930201,4930202,4930203",RODOVIA,"BR 153 KM 522,600",S/N,ENTRONCAMENTO TO 354,CENTRO,77603000,TO,0094,63,33971135,63,92170192,63,33971135,BRASILPOSTO@POSTOPUGMIL.COM.BR,null,null,02889517,0001,09,null,null
10646,19962067000135,EMPREENDIMENTOS VIP LTDA,"AV PRUDENTE DE MORAIS, 303",1,null,02,20031004,00,null,null,19840716,4731800,"4520005,4732600",AVENIDA,PRUDENTE DE MORAIS,303,null,SANTO ANTONIO,30350093,MG,4123,31,34253034,31,32964844,null,null,RENAPE@TERRA.COM.BR,null,null,19962067,0001,35,null,null
158868,02901560000142,AUTO POSTO SANTA CECILIA DE ASSIS LTDA,"AV DOM ANTONIO, 560",1,null,02,20041224,00,null,null,19981216,4731800,"4520005,4520006,4530703,4712100,4723700,4729602,4732600,4789004",AVENIDA,DOM ANTONIO,560,null,VILA SANTA CECILIA,19806171,SP,6179,18,33237688,null,null,null,null,CONTABIL@FOCUSCONTADORES.COM.BR,null,null,02901560,0001,42,-22.6553098,-50.4230644
62334,06367897000172,AUTO POSTO SAO GABRIEL LTDA,"AV.ANTONIO JOSE DE SOUZA, 286",1,null,02,0,00,null,null,20040702,4731800,"4732600,4729602,4784900,5611201,5510801,5611204,5611203,4520005,4520006",AVENIDA,ANTONIO JOSE DE SOUZA,286,null,APARECIDA,29780000,ES,5693,null,null,null,null,null,null,null,null,null,06367897,0001,72,-18.9349074,-40.5127142
16943,57493397000118,AUTO POSTO BARBACENA LTDA,"R MARQUES DE BARBACENA, 134",1,AUTO POSTO BARBACENA,02,20051103,00,null,null,19660725,4731800,"4520005,4530703,4729602,4732600",RUA,MARQUES DE BARBACENA,134,null,SANTA TEREZINHA,09210510,SP,7057,11,44624011,null,null,null,null,APBARBACENA@HOTMAIL.COM,null,null,57493397,0001,18,-23.6370033,-46.53116
107409,04699734000161,AUTO POSTO REFORCO II LTDA,"R ESTANCIA, 1803",1,null,02,20050827,00,null,null,20011003,4731800,"4732600,4930203",RUA,ESTANCIA,1803,null,REFORCO,49260000,SE,3251,79,35461252,null,null,null,null,CONTAG@INFONET.COM.BR,null,null,04699734,0001,61,null,null
4941,02942117000110,GIOFAR COMERCIO DE DERIVADOS DE PETROLEO LTDA,"R FREI CIRILO, 3889-A",1,null,02,20051103,00,null,null,19981204,4731800,"4784900,4732600,4520005,4530701,4729699,5611201",RUA,FREI CIRILO,3889,A,MESSEJANA,60864190,CE,1389,null,null,null,null,null,null,null,null,null,02942117,0001,10,null,null
70475,06881828000182,AUTO POSTO DE COMBUSTIVEL JATOBA LTDA,"AV VITORINO PANTA, S/N",1,AUTO POSTO JATOBA,02,0,00,null,null,20040730,4731800,"4732600,4784900,4930203,4530705,5611201,5611203",AVENIDA,VITORINO PANTA,S/N,CHACARA N 01,SUB URBANO,77493000,TO,0367,63,3541229,null,null,63,3541497,null,null,null,06881828,0001,82,null,null
13983,38558946000140,FATIMA AUTO POSTO LTDA,"AV TUANI TOLEDO, 10",1,null,02,20041231,00,null,null,19900515,4731800,4732600,AVENIDA,TUANI TOLEDO,10,null,FATIMA,37550001,MG,5049,35,21031044,null,null,null,null,FISCAL@PRESTCONSULTORIA.COM.BR,null,null,38558946,0001,40,null,null
4975,02970015000108,DANIELLE TOLEDO GOMES TENORIO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,"AL 215 KM 056, SN",1,POSTO SAFRA,02,20051103,00,null,null,19990110,4731800,4732600,RODOVIA,AL 215  KM 056,SN,null,ZONA RURAL,57680000,AL,2719,082,2791366,null,null,082,2791366,proconta @ mac.sol.com.br,null,null,02970015,0001,08,null,null
17004,57988503000134,CENTRO AUTOMOTIVO GRAN FORT LIMITADA,"AV ANTONIO CARLOS COSTA, 903",1,null,02,20010721,00,null,null,19870922,4731800,"4732600,4729602,4530703",AVENIDA,ANTONIO CARLOS COSTA,903,null,BELA VISTA,06053014,SP,6789,null,null,null,null,null,null,null,null,null,57988503,0001,34,-23.5601863,-46.7901815
7222,04745177000178,J B ALVES DE PAULO AFONSO,"AV DA MACONARIA, 260",1,POSTO ILHA,02,20011024,00,null,null,20011024,4731800,"4729602,4732600,4930203,6822600,6810201,6810202,4520001,4520005,4520006",AVENIDA,DA MACONARIA,260,null,PERPETUO SOCORRO,48603241,BA,3781,75,32814722,null,null,null,null,POSTODAILHABR@GMAIL.COM,null,null,04745177,0001,78,null,null
58456,04780554000100,ALEM A SILVA LTDA,"AV.JAPIIN, 720",1,AUTO POSTO JAPIIN,02,20051103,00,null,null,20011120,4731800,"4732600,4930203,5510801,4729602,5611203,4721103,4723700,7711000,7719501,7820500,7732201",AVENIDA,JAPIIN,720,null,CENTRO,69990000,AC,0109,68,3431238,null,null,null,null,null,null,null,04780554,0001,00,-7.5468003,-73.3708696
1057827,39281274000131,UNIPOSTO DERIVADOS DE PETROLEO LTDA,"ROD ENG FABIANO VIVACQUA BR 482, 2114",1,null,02,20051103,00,null,null,19921210,4731800,"4520005,4520006,4732600,4784900,5611203,6613400,8299702,8299799",RODOVIA,ENGENHEIRO FABIANO VIVACQUA,2114,ANEXO 2162 - BR 482,ALVARO TAVARES,29316258,ES,5623,28,35530071,null,null,027,5222945,TOTAL@TOTALCONT.NET,null,null,39281274,0001,31,-20.8614258,-41.1030272
62906,93489243001783,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA,"EST RS 324 KM 104, S/N",2,null,02,0,00,null,null,20040729,4731800,"4729602,4732600,5611203",ESTRADA,RS 324 KM 104,S/N,null,VILA MATOS,99032680,RS,8785,null,null,null,null,null,null,null,null,null,93489243,0017,83,null,null
107365,03024296000179,POSTO GUENO LTDA,"R 13 DE MAIO, 1937",1,POSTO GUENO PROSA,02,20010612,00,null,null,19721212,4731800,"4520005,4530703,4732600,4784900,4930203",RUA,13 DE MAIO,1937,null,CENTRO,79004422,MS,9051,null,null,null,null,null,null,null,null,null,03024296,0001,79,null,null
14072,39385059000180,POSTO MARLIN LTDA,"ROD ES-010, 10",1,null,02,20020629,00,null,null,19930423,4731800,"4520005,4520006,4530703,4530704,4732600",RODOVIA,ES-010,10,KM    09,OURIMAR,29173320,ES,5699,27,32431247,null,null,27,32432779,POSTOMARLIN@UOL.COM.BR,null,null,39385059,0001,80,null,null
5105,03058550000150,SAO JOAO COMERCIAL DE PETROLEO LTDA,"DR. JOSE ARTHUR DE CARVALHO, 1535",1,null,02,20010518,00,null,null,19990309,4731800,"4784900,4732600",AVENIDA,DR. JOSE ARTHUR DE CARVALHO,1535,null,LAGOA REDONDA,60831370,CE,1389,null,null,null,null,null,null,null,null,null,03058550,0001,50,null,null
156075,07018760000175,DISTRIBUIDORA R S DERIVADO DE PETROLEO LTDA,"R JOAQUIM ELISIO MAIA E SILVA, 33",1,POSTO BR SHOPPING,02,0,00,null,null,20041001,4731800,"4729601,4729602,4732600",RUA,JOAQUIM ELISIO MAIA E SILVA,33,null,CASA CAIADA,53130140,PE,2491,81,91450864,null,null,null,null,CASACAIADARS@GMAIL.COM,null,null,07018760,0001,75,-7.9919728,-34.8436346
17174,59333443000147,AUTO POSTO PAPA JOAO XXIII LTDA,"AV PAPA JOAO XXIII, 4170",1,null,02,20010225,00,null,null,19880810,4731800,4732600,AVENIDA,PAPA JOAO XXIII,4170,null,SERTAOZINHO,09370800,SP,6689,null,null,null,null,null,null,null,null,null,59333443,0001,47,-23.6660228,-46.4697874
65071,93489243001864,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA,"R MARECHAL DEODORO, 651",2,null,02,0,00,null,null,20040908,4731800,"4721102,4729602,4732600,5611203",RUA,MARECHAL DEODORO,651,null,CENTRO,96020220,RS,8791,null,null,null,null,null,null,null,null,null,93489243,0018,64,null,null
65724,04896662000142,POSTO ALDEIA LTDA,"AV VERA CRUZ, 2223",1,POSTO ALDEIA,02,20050827,00,null,null,20020128,4731800,"4732600,4930203,4930202",AVENIDA,VERA CRUZ,2223,QUADRA137                 LOTE  1 2 E 3,JD GUANABARA,74675830,GO,9373,62,30880200,null,null,062,2913491,CADASTRO03@ACCMETA.COM.BR,null,null,04896662,0001,42,null,null
102438,01496517000186,POSTO PERIM LTDA,"R SANTA LEOPOLDINA, 1650",1,null,02,20010225,00,null,null,19961021,4731800,"4732600,4520005,4723700,5611203,4729602",RUA,SANTA LEOPOLDINA,1650,null,ITAPARICA,29102040,ES,5703,null,null,null,null,null,null,null,null,null,01496517,0001,86,-20.3654313,-40.3024808
66968,60018587000198,GARAGEM NAUTICA VINDUMAR LTDA,"EST GUARUJA-BERTIOGA, S/N",1,null,02,20020921,00,null,null,19890210,4731800,4732600,ESTRADA,GUARUJA-BERTIOGA,S/N,KM 20,null,11470000,SP,6475,13,33051235,null,null,11,55331620,VINDUMAR@UOL.COM.BR,null,null,60018587,0001,98,-23.9577609,-46.2797632
17289,60192960000122,AUTO POSTO TAPERA LTDA,"ESTR. FRANCISCO VON ZUBEN, 1451",1,null,02,20041016,00,null,null,19890317,4731800,"4520005,4530703,4732600,4729602",ESTRADA,AUTO ESTRADA FRANCISCO VON ZUBEN,1451,null,DAS NACOES,13271743,SP,7225,19,32724848,19,32725184,19,32724848,contador@cpdcontabeis.com.br,null,null,60192960,0001,22,-22.9756245,-47.0145295
82680,07158810000110,AUTO POSTO PEDRA AZUL LTDA,"BR 262, S/N",1,POSTO PEDRA AZUL,02,20041215,00,null,null,20041215,4731800,"4732600,4520006,4530705,4530703,4784900,4520001,4729699,5611201,5510801,5611203,4752100",RODOVIA,BR 262,S/N,KM 90,ARACE,29260000,ES,5637,27,99456866,null,null,null,null,POSTOPEDRAAZUL@YAHOO.COM.BR,null,null,07158810,0001,10,-20.3273264,-40.8374011
14315,41800392000150,PETROMILIA LTDA,"R JOAQUIM JOSE, 1220",1,null,02,20051103,00,null,null,19920204,4731800,"4732600,4520005",RUA,JOAQUIM JOSE,1220,null,FONTE GRANDE,32013390,MG,4371,null,null,null,null,null,null,null,null,null,41800392,0001,50,-19.9247228,-44.0816356
17383,60554524000156,REUNIDOS AUTO POSTO LTDA,"R AUGUSTO CARLOS BAUMANN, 327",1,null,02,20050924,00,null,null,19661021,4731800,4732600,RUA,AUGUSTO CARLOS BAUMANN,327,null,ITAQUERA,08210590,SP,7107,11,35622864,null,null,11,29570443,RENATO@REDEGONZALEZ.COM,null,null,60554524,0001,56,-23.5329132,-46.4484836
16999,57950578000126,JUMAR AUTO POSTO LTDA,"AV BANDEIRANTES, 3291",1,null,02,20051103,00,null,null,19870914,4731800,"4732600,4930203",AVENIDA,BANDEIRANTES,3291,null,BRIGADEIRO TOBIAS,18108000,SP,7145,null,null,null,null,null,null,null,null,null,57950578,0001,26,-23.5189108,-47.4723328
